hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
15,75,-7,88.8,Changeup
3,59.6,-41,88.6,Changeup
262,83.2,46,87.9,Slider
3,55.8,-45,88.6,Changeup
307,95.9,44,87.2,4-Seam Fastball
12,68.2,-11,88.8,Changeup
211,76.9,18,87.5,Changeup
347,95.2,44,87.7,Slider
281,78.8,26,88.6,Cutter
9,76,-9,89.3,Changeup
239,94.3,49,87.3,4-Seam Fastball
249,74.3,24,88.6,Changeup
18,89.8,-8,89,Changeup
51,77,78,89.6,Split-Finger
325,103.6,15,87.4,Slider
4,32.6,-34,87.7,Changeup
144,105.1,8,88.6,Slider
137,89.6,8,87.6,Sinker
88,42.6,37,88.7,Slider
23,84,-5,87.9,Slider
414,105.4,27,89.2,Changeup
111,81.6,9,88.8,Changeup
377,102.1,33,87.9,Slider
206,69.6,21,86.6,Slider
281,90.3,46,87.4,Slider
406,104,28,88.9,Changeup
24,86.1,-5,87.7,Changeup
262,88.7,18,86.6,4-Seam Fastball
412,99.3,36,86.6,Slider
11,76.2,-12,88.4,Changeup
71,100.6,3,87.4,Changeup
261,100.6,51,87.5,Cutter
2,78.1,-34,89,Split-Finger
426,104.3,29,87.9,Cutter
18,92.3,-8,87.8,Sinker
18,96.3,-8,89.1,Split-Finger
330,93.4,22,88.2,Slider
354,106.1,41,88.2,Cutter
164,94.4,10,88.5,Slider
302,88.4,42,87.5,Cutter
75,65,78,86.6,Slider
147,95.4,9,88.3,Slider
27,105.4,-4,88.7,Slider
371,101.4,37,86,Slider
6,91.1,-13,88.6,Split-Finger
373,111.7,20,88.3,Slider
326,99.4,26,87.8,Cutter
4,66.4,-28,87.6,Slider
285,80.4,36,88.5,Slider
343,98.6,21,88.5,Changeup
214,101.8,13,88.6,Changeup
200,104.4,11,87.3,Slider
9,70.9,-10,88.3,Slider
7,81.8,-22,88.6,Cutter
1,59.1,-66,89.6,Slider
2,65.8,-38,89.2,Slider
205,77,56,87.8,Changeup
387,101.7,36,88.2,Split-Finger
201,68.5,48,87.9,4-Seam Fastball
216,88,14,87.6,Slider
1,59.2,-60,87.4,Split-Finger
279,89.7,19,88.2,Cutter
1,54.2,-60,89.5,Changeup
195,63.3,42,87.8,Cutter
2,61,-27,88.2,Changeup
14,88.5,-12,88.3,Slider
299,86.9,42,88.2,Changeup
266,94.7,16,88.3,Slider
112,95.8,7,89.4,Changeup
215,111.6,10,88.2,Cutter
274,76.1,37,87.4,Slider
393,103.3,25,88.6,Slider
30,93.6,-2,87.7,Slider
302,97.1,47,86.6,4-Seam Fastball
12,90.7,-9,87.4,Slider
206,90.7,62,88.4,Changeup
85,70.9,75,88.9,Changeup
5,95.3,-21,86.6,Slider
365,95.2,26,89.2,Split-Finger
281,87.5,46,87,Slider
5,93.8,-18,88.5,Slider
1,32.7,-73,88.4,Changeup
291,78.8,36,87.2,Cutter
3,57,-31,86.9,Cutter
435,107.3,25,87.4,Slider
3,73.7,-31,88.8,Slider
285,81.6,27,88.3,Cutter
334,98.8,43,88,Changeup
259,88.3,54,89.1,Split-Finger
33,99.7,-3,88.5,Changeup
429,107.8,28,88.8,Changeup
221,81.3,54,86.8,Slider
63,98.8,2,88.1,Changeup
287,92.4,47,87.8,Slider
176,67.5,54,87,Slider
303,83.5,29,87.5,4-Seam Fastball
332,94.5,35,88.3,Cutter
83,108.2,3,88.3,Cutter
4,50,-33,88.2,Slider
254,101.2,13,88.4,Changeup
322,85.5,28,88.5,Slider
5,62.3,-20,87.7,Slider
81,100.8,4,87.4,Cutter
12,74.6,-5,87.2,Changeup
12,98.4,-13,88.1,Slider
114,64.2,13,86.7,Slider
197,81,54,86.7,Slider
166,90.4,9,87.6,Cutter
14,98.3,-7,86.2,Changeup
181,77.8,15,87.5,Cutter
329,90.7,25,88.1,Slider
10,83.2,-7,87.3,Changeup
26,79.5,-2,87.2,Slider
182,89.1,14,87.9,Changeup
234,80,45,87.9,Slider
380,100.7,22,86.8,Slider
249,106.8,14,86.5,Slider
326,104.4,19,87.4,Changeup
10,67.4,-11,87.9,Slider
368,107.1,38,87.2,Sinker
15,98.2,-8,87.1,Changeup
59,99.1,2,88.2,Changeup
6,70.7,-16,88.7,Slider
1,80.7,-72,87.2,Cutter
295,84.7,39,88.3,Changeup
377,102.7,22,88.3,Changeup
69,109.8,2,88.8,Changeup
2,71.3,-55,86.8,Slider
180,108.7,10,87.9,Changeup
3,81.8,-38,86.5,Slider
60,81.4,76,88.5,Changeup
153,80.1,66,88.6,Slider
115,78.5,69,88,Slider
293,100.6,18,87.1,Slider
313,98.5,18,87.1,Changeup
381,111.9,18,87.7,Slider
268,96.4,15,87.1,Slider
12,77.5,-9,87.8,Cutter
11,100.8,-8,87.5,Cutter
323,92,21,87.6,Slider
330,92.6,34,88.5,Changeup
233,76,24,87.8,Cutter
26,101.9,-3,87.3,Changeup
47,83.9,1,88,Changeup
240,86.8,51,87.6,Cutter
275,98.7,15,87.2,4-Seam Fastball
388,102.3,26,87.5,Changeup
39,71.4,0,87.7,Slider
97,58.6,13,87.2,Slider
0,53.7,-80,88,Changeup
16,103.7,-5,86.4,Cutter
14,83.5,-6,86.1,Slider
246,104.4,13,88.2,Changeup
412,109.3,17,87.9,Cutter
186,84.4,12,87.7,Slider
158,78.4,12,88.3,Changeup
2,78.5,-24,88.4,Changeup
285,98.9,52,87.8,Split-Finger
332,90.6,31,86.4,Cutter
174,77.8,60,86.4,4-Seam Fastball
11,73.7,-8,87.4,Cutter
84,99.9,3,87,Slider
274,78.7,24,88.5,Changeup
258,93.9,54,87.8,Slider
161,86.3,13,86.7,Sinker
355,94.5,37,84.8,Slider
10,77.5,-15,87.9,Changeup
117,89.3,7,87.2,Cutter
2,60.3,-45,88.2,Changeup
65,97.3,2,87.4,Cutter
419,99.8,34,88.3,Changeup
101,88.6,6,88,Changeup
197,100,61,87.6,Cutter
0,64,-83,88.2,Changeup
10,87.6,-12,86.6,Cutter
290,89.5,47,87.5,Slider
5,86.8,-23,86.3,Sinker
4,58,-22,87.7,Slider
97,103.4,4,87,Sinker
13,95.3,-10,86.3,Split-Finger
364,102.5,26,87,Changeup
202,76.4,22,87,Slider
63,94.2,1,87.3,Curveball
51,91.9,1,87.8,Changeup
3,63.1,-22,87.8,Cutter
419,109.3,36,87.3,Slider
321,98.3,45,87.9,Changeup
99,87,72,87.2,4-Seam Fastball
2,77.9,-31,87.9,Slider
139,89.4,9,86.6,Slider
135,96.2,64,86.3,Slider
303,99.4,53,87.3,Cutter
398,98.8,33,86.3,Slider
332,103.1,19,86.9,Changeup
363,92.2,31,88.4,Slider
234,78.2,48,87.1,Changeup
86,100.6,5,86.8,Slider
283,99.7,50,86.8,Sinker
221,82.8,17,87.4,Changeup
261,94.4,15,87.5,Split-Finger
142,107.1,7,88.1,Changeup
128,99.8,7,86.5,Cutter
387,103.4,28,86.8,Slider
1,86.5,-62,86.9,Slider
63,67.7,5,86.3,Slider
361,104.9,24,86.5,Cutter
8,79.9,-17,87.7,Changeup
30,93.9,-3,87.3,Split-Finger
348,92.4,35,86.7,Changeup
119,78.2,65,87.5,Slider
288,89.4,38,86.9,Slider
22,107.8,-5,87.1,Sinker
16,85.9,-10,88.1,Changeup
266,84.2,45,87.6,Split-Finger
85,103.8,4,87.5,Changeup
6,83.9,-23,86.9,Cutter
248,86.3,51,87.1,Slider
237,80.4,21,86.5,Cutter
2,90.4,-47,87.5,Cutter
278,98.6,15,87.5,Slider
81,67.9,73,87.7,Cutter
374,100,37,86.7,Slider
53,99,1,87,Slider
25,77.8,-4,87.4,Cutter
288,90.9,44,87,Slider
130,107.5,5,87.9,Slider
9,100.6,-14,87,Slider
259,73.6,27,86.6,Slider
16,87.7,-7,87.2,Cutter
388,98.1,31,86.7,Sinker
38,81.6,0,86.3,Changeup
370,95.6,31,87.9,Slider
314,87.7,45,86.6,Slider
333,98.8,19,86.4,Changeup
132,81.8,67,87.1,Slider
55,100.4,1,87.5,Changeup
12,97.2,-11,86.6,Slider
190,103.1,9,86.4,Changeup
404,102.9,32,86.8,Slider
44,104,0,86.6,Slider
60,75,3,86.6,Cutter
1,63.2,-54,86.7,Changeup
12,96.1,-10,86.7,Slider
21,82.5,-4,86.5,Changeup
144,76.8,67,88,Slider
149,85.8,13,87,Sinker
211,65,33,86.8,Slider
274,89.1,42,86.8,4-Seam Fastball
1,69.6,-59,87.8,Changeup
19,97.1,-4,86.7,Slider
325,97.1,46,87.6,Cutter
353,105.7,22,86.6,Slider
361,91.9,31,87.7,Slider
331,88.2,25,87.1,Slider
141,51,28,86.5,Changeup
326,104.2,18,86.5,Changeup
224,68,41,86.7,Cutter
353,92.4,36,87.6,Cutter
145,109.3,6,86.8,Sinker
98,92.7,6,87.1,Slider
392,99.4,28,85.9,Slider
89,97.8,4,87.6,Slider
203,70.4,47,86.2,Cutter
378,106,34,86.3,Slider
20,104.3,-7,86.9,Slider
112,55.3,17,86.7,Slider
354,94.7,36,86.7,Slider
249,77.2,27,87.5,Slider
126,96.2,8,85.7,Changeup
364,98.1,23,87.1,Slider
9,94,-9,86.9,Changeup
172,87.2,13,85.2,Fastball
105,90.9,6,86.8,Cutter
310,99.7,21,86.7,Slider
220,84.6,20,87.6,Cutter
289,82.9,30,86.2,Slider
6,76.9,-31,87.5,Cutter
93,79.1,8,87.3,Slider
4,57.3,-34,87.3,Changeup
9,84.6,81,86.7,Cutter
235,90.3,18,87.2,Cutter
119,74.3,10,87,Slider
370,101.1,21,86.3,4-Seam Fastball
353,94.9,23,86.2,Slider
108,66.4,11,87.4,Changeup
33,69.5,87,86.8,Cutter
338,106.9,19,86.8,4-Seam Fastball
341,96.8,35,87.4,Cutter
6,88.8,-23,86.9,Slider
73,105.6,3,86.3,Cutter
44,98.9,-1,87.3,Slider
40,89.1,-1,86.8,Slider
59,93.7,2,86.6,Changeup
244,80.7,46,86.8,Slider
97,95.9,5,85.7,Slider
389,102.1,27,85.9,Cutter
392,100.4,31,87.3,Changeup
208,86.6,58,87.6,Changeup
9,103.3,-10,86,Cutter
7,91,-14,87.5,Slider
,101.3,36,,Slider
227,89.7,13,85.4,Cutter
258,86.5,48,86.1,Slider
128,100.2,2,86.7,Curveball
7,72.9,-17,86.5,Slider
398,100.8,35,87.8,Changeup
191,72.8,55,86.3,Slider
215,84.9,57,86,Slider
191,89,13,86.4,Slider
379,98.7,27,86.1,Slider
2,62.1,-57,86.4,Slider
363,91.5,36,86.7,Cutter
145,102.2,9,84.3,Slider
340,100.9,18,87.3,Slider
8,89.4,-14,86,Slider
93,82.8,6,86.2,Slider
376,99.8,34,86.9,Cutter
20,84.3,-3,85.6,Sinker
297,84.6,40,87.1,Cutter
6,86.6,-24,87.3,Cutter
373,99,30,85.8,Changeup
181,109.1,7,86.5,4-Seam Fastball
23,84.4,-5,85.9,Cutter
289,83.9,41,87.7,Split-Finger
18,81.6,-8,86.5,Slider
6,88.8,-22,87,4-Seam Fastball
1,58.6,-49,86.9,Changeup
310,85.4,31,86.8,Cutter
297,101.7,19,86.3,Slider
28,101.2,-3,87.1,Slider
296,94,51,87.7,Changeup
3,82.7,-36,86,Slider
339,101.8,42,87.5,Slider
59,102.4,1,85.9,Cutter
295,81.9,23,87.2,Changeup
401,107.5,26,86.1,Cutter
364,94.5,31,86.1,Changeup
306,84.9,26,86.4,Slider
16,88.8,-8,87,Slider
317,100.1,18,85.3,Slider
12,77.1,-8,85.8,Slider
196,85.3,60,87.1,Cutter
333,101.6,43,84.9,Slider
306,99.4,14,87,Slider
277,86.4,49,85.8,Cutter
267,75.4,33,85.8,Cutter
413,108.3,34,86.4,Cutter
279,83.1,24,86.4,Slider
257,85.7,19,85.4,Slider
165,71.9,60,86.7,Cutter
235,81.1,48,85.9,Changeup
2,54.4,-53,85.3,Cutter
16,83.7,-5,86.5,Slider
3,75.6,-37,86.6,Changeup
6,95,-22,85.8,Cutter
1,71.8,-55,85.8,Cutter
17,100.6,-7,86.2,Slider
301,102.8,16,85.9,Cutter
426,101.6,28,87.1,Slider
7,91.5,-20,86.4,Slider
26,89.3,-3,86.5,Changeup
209,103.4,10,85.7,Changeup
267,96.6,16,86.5,Cutter
350,96.4,41,87.3,4-Seam Fastball
186,78,16,86.4,Slider
393,99,31,85.7,Changeup
375,95.1,31,86.5,Changeup
7,99.1,-15,86.4,Changeup
160,96.8,11,86.5,Changeup
139,94,66,87.1,Slider
50,74.4,1,86.9,Cutter
51,100.5,0,86.7,Cutter
282,88.6,47,85.9,Slider
100,68.2,75,86.6,4-Seam Fastball
1,61.3,-59,85,Cutter
378,96.8,34,84.4,Slider
409,104,29,86.9,Split-Finger
135,113.8,5,86,Slider
3,87.3,-30,86.3,Cutter
84,68.6,7,86.4,Slider
53,97.8,0,86.9,Changeup
5,81.1,-25,85.9,Slider
,,,86.2,Slider
23,100.3,-4,85.3,Slider
315,94.4,42,86.4,Cutter
2,80.3,-41,87.4,Slider
19,72.9,-6,87.2,Changeup
303,84.1,28,85.7,Slider
311,106.9,19,85.5,Cutter
2,52.5,-31,86.7,Changeup
336,94.7,23,85.9,Slider
2,47.8,-62,85.7,Slider
69,80.1,74,87.3,Changeup
26,76.3,-2,87.2,Changeup
3,83,-33,86.4,Changeup
9,66.8,-12,86.9,Changeup
337,87.2,34,86.9,Slider
314,108.1,15,86.9,Cutter
44,102.9,0,85.9,Cutter
106,94,5,87.2,Slider
47,94.3,-1,86.4,Slider
43,107,-1,86,Changeup
367,98.9,24,86.2,Cutter
292,100,18,85.6,Cutter
269,84.6,43,85.4,Cutter
238,77.5,23,85.9,Slider
2,61.3,-51,86,Cutter
7,76.3,-16,85.5,Cutter
147,73.2,14,85.1,Cutter
119,81.2,11,86,Cutter
234,76.1,26,86.1,Slider
371,99,36,86.4,Slider
8,71.2,-13,86.5,Slider
333,108.9,17,87.1,Split-Finger
337,92.6,22,86.3,Slider
368,97.6,26,86,Slider
2,68.6,-33,86.1,Slider
183,103.1,10,84.9,Slider
16,98.7,-6,85.4,Cutter
261,101.1,16,85.9,Slider
5,72.2,-17,85.8,Slider
27,101.4,-3,85.5,Slider
318,89.2,29,85.5,Slider
258,93.7,54,86.2,Slider
5,82.1,-25,86.4,Split-Finger
72,80.1,6,86.6,Slider
304,100.8,18,86,Cutter
7,95.8,-15,87.3,Slider
128,87.4,68,86.7,Cutter
347,89.2,27,86.9,Changeup
300,82.6,26,85.9,Cutter
105,78.7,8,86.1,Changeup
403,101.2,27,87.4,Slider
201,90.7,14,86.6,Changeup
24,84.4,-4,86.6,Slider
209,64.1,30,86.5,Slider
419,109.6,34,85.7,Cutter
199,102.1,13,84.8,Changeup
5,88.8,-15,87.2,Slider
395,99.8,23,86.8,Changeup
364,95.7,24,85.6,Changeup
66,90.3,3,85.8,Slider
286,79.2,27,86.4,Changeup
5,60.9,-26,85.5,Cutter
200,91.7,13,85,Cutter
300,83,30,86.7,Curveball
159,70.2,16,86.6,Slider
203,111.7,8,86.6,Changeup
3,67,-31,86.1,Cutter
251,83.3,46,85.4,Slider
59,72,4,86.9,Cutter
156,106.2,8,85.4,Cutter
2,61.3,-50,84.6,Changeup
23,84.7,-7,84.8,Slider
355,90.7,32,85.4,Slider
362,107.7,20,84.9,Slider
5,98.6,-15,85.1,Cutter
77,86.3,5,86.3,Changeup
49,94.1,0,86.2,Slider
7,89.3,-14,86.1,Changeup
298,87.4,38,86.1,Cutter
2,72,-34,86.3,Cutter
24,78.2,-5,86.7,Cutter
230,76.9,23,85.6,Slider
13,91.9,-9,85.8,Cutter
387,104.6,28,86.4,Slider
107,107.4,5,85.2,Slider
20,65.8,-1,84.8,Slider
170,110,9,85.3,Slider
72,96.5,3,85.1,Slider
291,83,25,86,Slider
8,34.6,88,86.5,Cutter
5,88.5,-19,84.7,Slider
170,77.4,61,84.2,Slider
173,96.5,11,85.3,Changeup
148,57.2,22,85.4,Slider
382,107.1,39,85.5,Cutter
6,93.4,-9,86.4,Curveball
300,83.1,39,85.2,Cutter
31,89.7,-2,86.2,Changeup
195,69.6,51,85,Cutter
418,108.2,33,86.1,Curveball
326,85.3,30,85.3,Slider
3,69.4,-26,85.1,Slider
3,80.9,-33,85.7,Slider
7,90.5,-21,85,Cutter
18,72,-4,84.9,Slider
140,95.3,68,85.6,Changeup
21,100.4,-5,86.6,Changeup
280,79.8,36,85.1,Sinker
201,97.7,61,85.6,Slider
400,100,27,86.9,Changeup
158,78.6,14,86.9,Changeup
240,89.3,55,87.3,Changeup
166,91.7,13,86.1,Changeup
4,87,-16,87,Slider
238,82.1,49,86.5,Changeup
5,70.4,-21,86.4,Changeup
205,96.7,59,86.8,Slider
8,101.6,-13,86.2,Changeup
136,100.9,8,85.4,Cutter
343,98.7,42,85.4,Cutter
330,91.8,21,85.5,Changeup
287,98.5,16,85.7,Sinker
432,105.7,26,85.4,Changeup
163,88.8,10,86.1,Slider
255,85.8,17,85,Changeup
46,103.2,0,86.6,Slider
18,108.9,-5,85.6,Slider
159,109.1,9,85.8,Slider
184,90.1,60,86.9,Slider
151,82,9,84.7,Cutter
26,88.8,-4,85.6,Changeup
230,84.2,50,85.2,Slider
381,98.7,45,84.9,Cutter
201,83.7,15,86.2,Knuckle Curve
275,80.5,33,84.7,Cutter
2,97,-39,85.9,Slider
73,91.4,5,86,Changeup
221,71.5,41,86.2,Cutter
14,76.6,-8,86.2,Changeup
17,53,-7,84.5,Slider
297,85.7,39,84.2,Slider
207,103.6,11,86.3,Slider
380,101.2,45,85.5,Slider
149,94.6,66,85.8,Cutter
42,92.5,-1,86,Cutter
238,84.3,54,85.9,Changeup
146,64.9,62,85.8,Changeup
144,97.1,8,85.1,Slider
33,64.1,1,85.1,Changeup
46,102.1,0,85.7,Slider
76,93.4,4,85.7,Changeup
360,96.4,28,85.1,Cutter
162,90.1,11,84.6,Slider
1,54.6,-70,85.6,Slider
4,108,-31,86.4,Slider
152,92.6,8,86.6,Changeup
263,80.5,44,84.7,Curveball
13,76.3,-11,85.3,Changeup
204,98.2,13,85,Slider
25,91.2,83,85.7,Slider
252,77.7,22,85,Slider
389,101.9,26,85.6,Changeup
160,97.4,10,84.6,Cutter
200,84.5,15,84.8,Slider
6,88.3,-17,85.3,Slider
216,84.2,17,85,Slider
289,82.6,35,84.5,Changeup
118,64,67,84.3,Cutter
313,95.5,21,85.8,Cutter
62,47,12,85.4,Slider
16,83.8,82,85.4,Slider
104,88.1,7,85.4,Changeup
255,93.5,52,84.7,Slider
153,81.9,10,83.6,Fastball
294,82.5,26,85.9,Changeup
336,103.1,20,85.7,Changeup
192,77.5,20,85.4,Slider
301,90.1,40,85.5,Changeup
356,92.5,24,86.2,Slider
4,81,-33,85.3,Slider
36,88.3,-1,86.3,Slider
69,60.9,74,86,Changeup
137,74.4,14,85.4,Changeup
282,100,15,86.7,Slider
259,110.5,14,86,Slider
341,94,22,84.6,Slider
127,70.2,67,85.1,Changeup
290,99.7,14,85.3,Changeup
172,79.6,61,84.2,Slider
3,82.7,-38,84.5,Slider
128,99.1,6,85.5,Slider
354,95.4,26,86.6,Changeup
4,66.5,-15,84.2,Changeup
249,102.6,12,85,Slider
248,80.7,22,85.3,Changeup
8,105.3,-18,85.1,Slider
6,97.8,-16,84.8,Curveball
4,98.1,-17,84.9,Cutter
303,88.1,24,85.3,Slider
362,101.6,26,83.9,Changeup
178,94.7,10,84.3,Cutter
349,91.7,23,84.3,Cutter
132,91,8,84.5,Slider
6,69.5,-10,85,Slider
290,88.4,42,85.6,Slider
2,48.1,-33,84.6,Slider
24,101.6,-4,85.1,Knuckle Curve
85,92.7,70,85.7,Slider
6,77.3,-20,86.3,Changeup
190,100.8,10,83.3,Slider
375,109.2,15,84.5,Cutter
173,89.4,12,85.8,Slider
365,100,22,84.6,Changeup
10,89.1,-8,85.6,Slider
79,97.4,3,84.8,Slider
23,90.9,-4,85.2,Curveball
191,88.4,13,85.1,Slider
324,88.6,33,85.4,Changeup
10,87.6,-11,84.5,Cutter
238,75.5,40,84.9,Slider
318,101.1,18,84,Cutter
4,77.5,-29,84.6,Slider
338,95.5,21,84.7,Changeup
353,92.5,28,84.4,Cutter
44,95.9,0,84.8,Slider
59,91,76,83,Slider
114,98.3,6,84.3,Slider
77,88.8,5,84.4,Changeup
264,79.9,37,84.3,Cutter
104,95.2,7,84,Slider
158,56.6,40,84.4,Slider
130,83.1,68,85.4,Slider
260,90.3,55,85.5,Slider
37,73.6,0,85.4,Changeup
333,90.5,33,84.6,Split-Finger
71,91.1,3,84.6,Cutter
2,55.3,-47,84.6,Curveball
270,79.9,41,85.2,Curveball
233,87.5,17,84.2,Cutter
2,57.3,-49,84.4,Slider
464,111,25,84.5,Cutter
378,108.5,21,84.1,Cutter
248,77.6,24,84.9,Slider
182,74.8,54,84.1,Changeup
14,76.8,-7,84.4,Changeup
50,70.3,3,84.7,Slider
368,99.4,21,84,Slider
372,102.8,23,85,Cutter
182,88.3,61,83.6,Cutter
8,89.8,-15,84.9,Slider
267,77.5,39,85.4,Changeup
164,73.1,14,84.6,Cutter
208,80.9,15,84.8,Split-Finger
136,97.6,7,84.2,4-Seam Fastball
249,88.8,53,83.5,Slider
347,90.5,27,85.2,Cutter
290,80,27,85.9,Slider
309,95.9,19,84.8,Curveball
392,105.1,21,82.9,Fastball
6,79.7,-20,84.9,Changeup
36,83.4,0,85.2,Slider
9,93.2,-16,85.9,Slider
155,94.8,67,84.3,Cutter
170,76.1,13,84.2,Slider
118,102.9,6,85.2,Changeup
183,65.9,50,84.7,Slider
189,80.2,61,85.1,Changeup
376,102.4,21,84.7,Changeup
272,101.3,54,85.3,Changeup
1,54.2,-66,84.2,Slider
296,98.3,20,84.5,Slider
341,93.5,28,84.9,Slider
219,80.2,52,83.8,Changeup
75,72.5,6,84.4,Slider
62,104,2,83.8,Curveball
410,105.1,29,85.2,Slider
3,60.2,-33,84.2,Cutter
17,84.3,-7,84.3,Slider
20,94.3,-6,84.1,Slider
3,89.6,-27,84.4,Changeup
110,81.1,8,84.6,Slider
8,95.1,-16,83.8,Slider
215,71.3,44,84.8,Curveball
335,98.1,38,83.5,Slider
167,76,13,84.8,Slider
141,86.7,8,83.6,Changeup
243,79.7,49,84.6,Slider
269,80.9,27,82.7,Fastball
306,87.2,35,84.8,Changeup
99,80.7,70,83.4,Curveball
51,77.5,2,83.1,Knuckle Curve
357,95.1,35,84.8,Changeup
200,75.6,20,83.6,Slider
3,65.9,-22,84.3,Slider
308,99.2,15,84.9,Changeup
1,58.2,-79,84,Slider
90,39.8,44,83.7,Slider
99,72.9,67,84.1,Slider
150,98.2,8,84.1,Changeup
73,68,7,84.2,Slider
197,79.3,20,83.7,Changeup
26,92.5,-4,83.4,Slider
11,79.5,-13,84.1,Slider
177,74.9,58,84.8,Slider
266,76,31,83.6,Changeup
263,80.7,45,83.5,Cutter
3,89,-38,83.2,Slider
35,93.9,1,83.9,Changeup
38,71.9,0,82.7,Cutter
360,101.9,20,84.1,Split-Finger
47,78.1,80,84.5,Changeup
322,86.1,31,83.3,Curveball
251,78.4,30,84.9,Cutter
65,79,77,84.2,Slider
287,85.6,25,84,Changeup
198,95,14,84.8,Cutter
192,68.8,22,85,Slider
324,95.9,18,83,Fastball
314,89.3,38,84.2,Cutter
260,95.1,18,83.2,Changeup
8,89.5,-21,85.5,Slider
252,83.9,20,85.1,Slider
58,102.3,1,83.8,Slider
267,90.9,50,84.3,Slider
4,35.1,-24,84.6,Slider
35,53.8,84,83.9,Slider
331,90,36,83.8,Slider
320,96.6,18,83.8,Changeup
243,70.8,42,83.6,Cutter
58,110,0,83.7,Slider
234,71.9,23,83.7,Changeup
348,94.6,25,83.7,Changeup
1,76,-64,84.7,Cutter
10,107,-9,84.3,Cutter
162,99.5,8,84.3,Changeup
7,94,-20,82.9,Changeup
414,103.4,32,84.4,Slider
131,75.9,11,84,Slider
345,104.9,24,84.1,Slider
36,83.7,0,85.2,Changeup
170,99,10,84,Curveball
6,98.2,-14,83.6,Changeup
133,48.9,31,84.5,Changeup
411,102.3,30,83.5,Changeup
73,70,5,83.6,Slider
135,97.6,8,83.6,Slider
361,97.8,28,84.3,Changeup
263,90.4,16,84.8,Slider
366,99.8,43,84.6,Slider
355,119.2,13,84.2,Slider
298,82.6,37,83.7,Changeup
54,42.6,72,84.1,Slider
10,68.2,-8,83.6,Changeup
41,90.2,-1,85.5,Changeup
8,82.6,-10,84.9,Curveball
175,95.6,12,84,Slider
0,51.7,-79,84.9,Changeup
74,76,5,84.1,Slider
361,103.2,22,84.3,Curveball
183,87,15,82.8,Changeup
3,64,-40,83.4,Split-Finger
6,87.6,-18,84.3,Cutter
9,84.3,-9,83.7,Split-Finger
2,46,-52,84.5,Changeup
301,82.8,25,82.7,Changeup
24,102.7,-4,83.8,Curveball
101,98.3,6,82.8,Changeup
15,82.4,-6,83.6,Slider
187,89.1,15,82.4,Cutter
21,74.8,-3,82.9,Changeup
308,87.3,28,83.3,Slider
335,89.7,31,83.3,Slider
1,77,-69,83.2,Cutter
8,75.5,-14,83.2,Changeup
409,108.9,23,83.9,Changeup
64,99.4,2,84.9,Changeup
262,100.5,50,83.7,Slider
23,65.2,-3,82.3,Cutter
278,96.2,52,83.6,Slider
367,94.6,30,83.6,Slider
338,98.3,23,84.1,Split-Finger
146,108,6,81.6,4-Seam Fastball
1,67.2,-58,83.2,Split-Finger
429,111.5,31,84.3,Slider
40,103.7,-1,82.3,Curveball
169,90.6,65,83,Slider
369,101.2,20,83.9,Slider
69,79.4,6,82.7,Changeup
279,95.7,21,83.5,Slider
3,86.5,-28,83.9,Slider
24,72,-5,83.2,Changeup
193,69.9,20,83.9,Slider
144,53.1,27,82.6,Changeup
262,80,24,83.2,Slider
345,88.4,31,83.6,Slider
210,69.2,49,83.2,Changeup
153,87.5,9,82.9,Changeup
6,77.8,-17,83.1,Slider
4,98.6,-24,83.6,Changeup
166,100.8,10,82.8,Split-Finger
194,63.3,48,83.6,Changeup
363,102.8,35,83.7,Slider
101,108.4,5,83.4,Changeup
219,79.6,53,83.7,Changeup
2,84.4,-36,83.5,Split-Finger
72,88.5,4,84,Changeup
312,99.6,21,84.6,Slider
47,90.3,0,83.9,Changeup
235,100.2,14,81.7,Slider
281,95.7,18,83,Slider
19,99.3,-7,84.3,Curveball
303,88.4,40,82.8,Changeup
307,91.7,46,83.1,Cutter
326,87.6,31,82.8,Slider
292,89.6,22,83.3,Slider
198,80.5,15,83.6,Slider
131,80.2,72,83.3,Changeup
353,93,31,83.3,Slider
7,74.4,-18,82.9,Changeup
174,71.1,56,82.7,Slider
246,73.2,38,82.7,Changeup
10,82.9,-15,81.9,4-Seam Fastball
383,98.6,26,83,Cutter
105,97.4,6,82.9,Changeup
4,99.2,-22,83.6,Changeup
402,104.4,37,83.8,Slider
213,79.1,52,81.9,Fastball
415,108.6,25,84.1,Slider
3,73.5,-27,83.4,Split-Finger
345,90.7,37,83.6,Changeup
207,87.5,18,83.8,Changeup
331,94.6,42,83.1,Split-Finger
9,95.5,-7,83.1,Slider
2,62,-32,84,Changeup
39,68.9,1,83.1,Slider
77,89.3,76,83.5,Slider
374,101.2,39,82.3,Slider
2,69.5,-47,82.5,Slider
309,82,29,82.9,Slider
12,86.8,-11,83,Slider
113,74,68,83.6,Slider
254,85.5,22,81.9,Slider
5,13.1,-18,82.9,Changeup
8,91.5,-13,83.8,Curveball
256,82.5,45,82.4,Changeup
2,61.5,-51,82.2,Slider
304,87.5,25,83.4,Changeup
87,102.1,4,82.5,Slider
9,78.3,-13,83.7,Changeup
194,104.9,10,83.1,Slider
55,75.2,3,82.5,Changeup
200,91.1,12,82,Slider
167,87.2,12,82.6,Changeup
232,84.1,53,82.7,Slider
154,74.8,16,83.1,Slider
26,76.8,-3,83.4,Slider
