pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,pitch_name
SI,4/12/2021,96.8,-2.29,6.04,"Jackson, Alex",single,hit_into_play,ground_ball,12,94.3,-11,96.5,2389,6,Sinker
FF,9/14/2021,96.8,-1.9,5.38,"Riley, Austin",single,hit_into_play,ground_ball,44,106,0,97.2,2284,6.6,4-Seam Fastball
SI,7/31/2021,96.8,-1.29,6,"Riley, Austin",field_out,hit_into_play,fly_ball,299,82.9,44,97.7,2387,6.6,Sinker
FF,7/1/2021,96.8,-1.11,5.51,"Smith, Kevan",field_out,hit_into_play,ground_ball,137,108.9,5,98.1,2298,7,4-Seam Fastball
FF,9/12/2021,96.8,-1.97,6.18,"Riley, Austin",field_out,hit_into_play,ground_ball,65,104.4,2,97,2268,6.6,4-Seam Fastball
SI,9/28/2021,96.8,-1.74,5.47,"Soler, Jorge",single,hit_into_play,line_drive,192,89.5,13,98.2,2365,7.2,Sinker
FF,7/4/2021,96.7,-2.61,4.9,"Almonte, Abraham",double,hit_into_play,ground_ball,51,96.3,0,96.5,2489,5.8,4-Seam Fastball
FF,10/1/2021,96.7,-1.1,5.64,"Arcia, Orlando",field_out,hit_into_play,fly_ball,312,88.7,31,98.2,2494,7.3,4-Seam Fastball
SI,7/30/2021,96.7,-3.34,5.8,"Duvall, Adam",field_out,hit_into_play,ground_ball,4,66.3,-31,97.9,1823,7,Sinker
SI,5/18/2021,96.7,-1.64,6.23,"Ozuna, Marcell",single,hit_into_play,line_drive,165,72.7,16,96.5,2331,5.8,Sinker
FF,8/24/2021,96.7,-1.45,6.22,"Vogt, Stephen",field_out,hit_into_play,popup,189,94.1,62,97.3,2408,6.7,4-Seam Fastball
SI,7/1/2021,96.7,-1.07,5.46,"Heredia, Guillermo",single,hit_into_play,ground_ball,2,44.6,-59,97.1,2114,6.3,Sinker
FF,6/29/2021,96.7,-2,5.63,"Alonso, Pete",field_out,hit_into_play,line_drive,140,106.9,5,96.2,2401,6.3,4-Seam Fastball
FF,8/7/2021,96.7,1.7,6.3,"Kieboom, Carter",field_out,hit_into_play,ground_ball,6,92.7,-17,97.1,2518,6.5,4-Seam Fastball
FF,9/28/2021,96.7,-2.08,5.49,"Gregorius, Didi",field_out,hit_into_play,line_drive,354,90.9,26,96.8,2472,6.3,4-Seam Fastball
FF,5/23/2021,96.7,0.86,6.14,"Stallings, Jacob",field_out,hit_into_play,ground_ball,18,79.6,-7,97.2,2178,6.3,4-Seam Fastball
FF,6/6/2021,96.7,0.82,6.19,"Smith, Will",field_out,hit_into_play,ground_ball,3,98.9,-25,97.2,2267,6.4,4-Seam Fastball
FF,9/15/2021,96.7,-0.27,6.72,"Story, Trevor",field_out,hit_into_play,line_drive,326,104.4,19,95.9,2206,6,4-Seam Fastball
FF,4/26/2021,96.7,-1.42,6.31,"Bryant, Kris",field_out,hit_into_play,fly_ball,393,95,29,96,2600,5.7,4-Seam Fastball
FF,4/29/2021,96.7,-2.87,4.84,"Acuña Jr., Ronald",field_out,hit_into_play,fly_ball,333,92.9,26,97.9,2360,6.7,4-Seam Fastball
FF,4/15/2021,96.7,1.91,5.6,"Marte, Starling",field_out,hit_into_play,ground_ball,9,77.9,-16,96.7,2368,6.2,4-Seam Fastball
FF,6/18/2021,96.7,0.98,6.3,"Carlson, Dylan",field_out,hit_into_play,ground_ball,4,51.2,-35,97.3,2291,6.3,4-Seam Fastball
FF,8/8/2021,96.7,1.19,6.08,"Escobar, Alcides",single,hit_into_play,line_drive,249,74,27,97.4,2109,6.5,4-Seam Fastball
FF,6/18/2021,96.7,0.85,6.33,"Edman, Tommy",field_out,hit_into_play,line_drive,123,65.6,13,97.1,2271,6.3,4-Seam Fastball
FF,4/28/2021,96.6,-0.41,6.8,"Bryant, Kris",field_out,hit_into_play,ground_ball,2,63.9,-39,96.6,2261,6.2,4-Seam Fastball
FF,5/9/2021,96.6,-0.55,6.74,"Herrera, Odúbel",field_out,hit_into_play,fly_ball,294,82.6,34,96.6,2322,6.2,4-Seam Fastball
SI,8/24/2021,96.6,-1.94,5.62,"LeMahieu, DJ",field_out,hit_into_play,ground_ball,3,90.1,-42,96.5,2143,6.2,Sinker
FF,7/4/2021,96.6,-1.82,5.6,"Marte, Starling",single,hit_into_play,ground_ball,8,94.7,-13,96.2,2366,6.2,4-Seam Fastball
FF,9/11/2021,96.6,-2,5.5,"Brinson, Lewis",field_out,hit_into_play,line_drive,177,70.1,17,96.2,2284,6.1,4-Seam Fastball
FF,5/17/2021,96.6,1.54,6.56,"Alonso, Pete",field_out,hit_into_play,fly_ball,380,107.5,37,96,2382,5.7,4-Seam Fastball
FF,4/9/2021,96.6,1.96,6.27,"Haseley, Adam",field_out,hit_into_play,fly_ball,317,94.5,42,96.2,2505,6.3,4-Seam Fastball
FF,10/1/2021,96.6,-1.06,5.76,"Albies, Ozzie",field_out,hit_into_play,fly_ball,319,91.4,39,98.3,2344,7.1,4-Seam Fastball
FF,4/12/2021,96.6,-2.4,6.13,"Swanson, Dansby",double,hit_into_play,line_drive,241,103.7,15,96,2317,5.9,4-Seam Fastball
FF,6/4/2021,96.6,-1.58,5.56,"Riley, Austin",single,hit_into_play,ground_ball,138,91.3,7,96.9,2172,6.2,4-Seam Fastball
FF,8/24/2021,96.5,-1.33,6.21,"Heredia, Guillermo",field_out,hit_into_play,fly_ball,221,73.9,48,96.8,2444,6.7,4-Seam Fastball
FF,6/4/2021,96.5,1.51,6.17,"Adrianza, Ehire",single,hit_into_play,line_drive,188,90.1,11,95.7,2478,5.6,4-Seam Fastball
FF,6/20/2021,96.5,-0.57,5.95,"Smyly, Drew",single,hit_into_play,ground_ball,7,87.1,-18,97.7,2513,6.6,4-Seam Fastball
FF,5/31/2021,96.5,-2.81,6.14,"Contreras, William",field_out,hit_into_play,fly_ball,266,94.4,52,96.7,2290,6.2,4-Seam Fastball
FF,10/1/2021,96.5,-0.56,6.83,"Alonso, Pete",single,hit_into_play,ground_ball,104,110,4,96.2,2218,6,4-Seam Fastball
FF,9/15/2021,96.5,-0.65,6.66,"Hampson, Garrett",field_out,hit_into_play,ground_ball,58,105.3,1,96.5,2086,6.3,4-Seam Fastball
FF,9/11/2021,96.5,-2.07,5.55,"Chisholm Jr., Jazz",single,hit_into_play,ground_ball,8,36.5,-18,95.7,2417,6.1,4-Seam Fastball
FF,8/28/2021,96.5,-0.72,6.43,"Dickerson, Alex",field_out,hit_into_play,ground_ball,4,101.2,-21,97.1,2093,6.3,4-Seam Fastball
FF,7/31/2021,96.5,1.73,6.25,"Adames, Willy",field_out,hit_into_play,fly_ball,295,81.3,38,96.8,2510,6.5,4-Seam Fastball
SI,7/21/2021,96.5,-0.82,6.17,"Profar, Jurickson",single,hit_into_play,ground_ball,141,98.2,4,95.6,2058,5.8,Sinker
FF,6/16/2021,96.5,-1.66,5.76,"Almonte, Abraham",double,hit_into_play,line_drive,384,99.9,23,97.4,2173,6.5,4-Seam Fastball
FF,10/3/2021,96.5,-1.67,5.98,"Nimmo, Brandon",field_out,hit_into_play,ground_ball,57,99.4,1,97,2302,6.5,4-Seam Fastball
FF,7/1/2021,96.5,-1.29,6.19,"McNeil, Jeff",field_out,hit_into_play,line_drive,295,95.3,20,98.2,2128,6.9,4-Seam Fastball
FF,8/28/2021,96.5,-0.9,6.56,"Crawford, Brandon",field_out,hit_into_play,line_drive,338,104.8,17,96.5,2159,6.3,4-Seam Fastball
FF,4/26/2021,96.4,-1.52,6.28,"Bote, David",field_out,hit_into_play,line_drive,376,109.2,19,95.7,2462,5.8,4-Seam Fastball
FF,5/19/2021,96.4,-2.08,5.49,"Villar, Jonathan",home_run,hit_into_play,fly_ball,431,107.9,32,96.1,2284,6.3,4-Seam Fastball
FF,4/23/2021,96.4,-0.42,6.69,"Rojas, Josh",field_out,hit_into_play,line_drive,332,94.7,21,96,2045,6.2,4-Seam Fastball
FF,7/1/2021,96.4,-1.37,6.15,"Pillar, Kevin",field_out,hit_into_play,line_drive,323,97,19,97.8,2048,6.9,4-Seam Fastball
SI,4/29/2021,96.4,-1.78,6.29,"Heyward, Jason",field_out,hit_into_play,ground_ball,37,96.1,-2,95.6,2509,5.7,Sinker
FF,5/31/2021,96.4,-1.96,5.51,"Bell, Josh",field_out,hit_into_play,fly_ball,339,94.3,28,96,2282,6.2,4-Seam Fastball
FF,5/9/2021,96.4,1.85,6.2,"Hoskins, Rhys",single,hit_into_play,ground_ball,59,94.8,2,97.1,2515,6.5,4-Seam Fastball
FF,8/6/2021,96.4,1.8,6.26,"Robles, Victor",field_out,hit_into_play,ground_ball,7,74.7,-19,97.1,2368,6.5,4-Seam Fastball
FF,5/19/2021,96.4,1.94,5.78,"Lindor, Francisco",field_out,hit_into_play,ground_ball,12,103,-12,96.5,2399,6.1,4-Seam Fastball
FF,8/6/2021,96.4,1.79,6.3,"Sanchez, Adrián",field_out,hit_into_play,ground_ball,11,71.2,-9,96.5,2424,6.3,4-Seam Fastball
FF,5/18/2021,96.4,-1.02,5.81,"Freeman, Freddie",home_run,hit_into_play,fly_ball,446,109.6,26,97.7,2445,7,4-Seam Fastball
SI,8/24/2021,96.4,-0.93,6.64,"Swanson, Dansby",field_out,hit_into_play,popup,199,62,38,96,2121,6.1,Sinker
FF,8/23/2021,96.4,0.46,6.29,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,12,78.4,-10,98.1,2211,7.3,4-Seam Fastball
FF,8/24/2021,96.4,-1.7,6.14,"Freeman, Freddie",single,hit_into_play,fly_ball,226,69.1,38,96.8,2543,6.7,4-Seam Fastball
SI,4/13/2021,96.4,-2.69,5.98,"Sandoval, Pablo",field_out,hit_into_play,ground_ball,25,106.3,-4,96.5,2210,6.2,Sinker
SI,6/5/2021,96.4,-2.96,6.36,"Acuña Jr., Ronald",single,hit_into_play,ground_ball,86,89,5,95.2,2189,5.6,Sinker
SI,6/6/2021,96.3,2.35,4.7,"Freeman, Freddie",field_out,hit_into_play,popup,176,61.6,28,96,2254,6.2,Sinker
FC,7/30/2021,96.3,-0.89,6.03,"Freeman, Freddie",single,hit_into_play,line_drive,281,97,21,97,2671,6.5,Cutter
FF,6/4/2021,96.3,-0.97,6.06,"Albies, Ozzie",double,hit_into_play,fly_ball,376,99,35,96.5,2626,6.5,4-Seam Fastball
SI,4/13/2021,96.3,-0.44,6,"Albies, Ozzie",double,hit_into_play,line_drive,240,99,13,97,2048,6.5,Sinker
SI,8/24/2021,96.3,-0.89,6.47,"d'Arnaud, Travis",field_out,hit_into_play,ground_ball,6,90.3,-23,96,2193,6.2,Sinker
SI,9/9/2021,96.3,-1.47,5.97,"Soler, Jorge",field_out,hit_into_play,ground_ball,3,50.9,-39,96.9,2144,6.9,Sinker
FF,7/20/2021,96.3,1.61,6.34,"Profar, Jurickson",field_out,hit_into_play,fly_ball,279,78.8,36,96.5,2557,6.4,4-Seam Fastball
FF,5/8/2021,96.3,-1.41,6.25,"McCutchen, Andrew",field_out,hit_into_play,ground_ball,1,61.4,-57,97.9,1960,7.3,4-Seam Fastball
FF,5/20/2021,96.3,1.43,6.59,"Frazier, Adam",single,hit_into_play,line_drive,203,99,10,96,2355,5.9,4-Seam Fastball
FF,4/9/2021,96.3,2.09,6.26,"Segura, Jean",field_out,hit_into_play,ground_ball,7,106.3,-11,95.6,2382,6.4,4-Seam Fastball
FF,10/1/2021,96.3,-0.41,6.74,"Alonso, Pete",double,hit_into_play,line_drive,241,100.7,15,96,2097,6.1,4-Seam Fastball
FF,5/18/2021,96.3,1.96,6.23,"Lindor, Francisco",field_out,hit_into_play,ground_ball,13,95.2,-13,96.5,2568,6.2,4-Seam Fastball
FF,5/20/2021,96.3,1.8,6.27,"Polanco, Gregory",field_out,hit_into_play,line_drive,335,102.7,19,96.7,2464,6.4,4-Seam Fastball
FF,9/28/2021,96.3,-2.01,5.51,"Galvis, Freddy",field_out,hit_into_play,popup,191,69,51,96.5,2458,6.4,4-Seam Fastball
FF,5/21/2021,96.3,-1.28,6.17,"Reynolds, Bryan",field_out,hit_into_play,popup,211,76.2,53,97.9,2077,7.2,4-Seam Fastball
FF,6/6/2021,96.2,0.96,6.13,"Turner, Justin",single,hit_into_play,line_drive,185,85.3,14,97.4,2236,6.4,4-Seam Fastball
FF,9/28/2021,96.2,-1.95,6.36,"Segura, Jean",field_out,hit_into_play,line_drive,325,97.5,21,97.6,2303,7.1,4-Seam Fastball
FF,8/23/2021,96.2,1.94,5.67,"Velazquez, Andrew",field_out,hit_into_play,fly_ball,382,98,24,96.3,2232,6.3,4-Seam Fastball
FF,9/28/2021,96.2,-2.11,5.52,"Herrera, Odúbel",single,hit_into_play,line_drive,249,88,15,96.3,2269,6.3,4-Seam Fastball
FF,8/23/2021,96.2,-0.75,6.58,"Odor, Rougned",field_out,hit_into_play,ground_ball,0,54.7,-76,96.5,2087,6.3,4-Seam Fastball
FF,6/17/2021,96.2,-1.97,5.64,"Carlson, Dylan",field_out,hit_into_play,fly_ball,354,92.8,38,95.6,2387,5.9,4-Seam Fastball
FF,7/1/2021,96.2,-1.25,6.16,"Smith, Dominic",field_out,hit_into_play,ground_ball,8,92.1,-16,97.5,2086,7,4-Seam Fastball
FF,5/9/2021,96.2,-1.65,6.57,"Bohm, Alec",single,hit_into_play,ground_ball,60,103,0,97.9,2357,7.1,4-Seam Fastball
FF,6/1/2021,96.2,1.64,6.26,"Schwarber, Kyle",single,hit_into_play,line_drive,279,104.2,14,96.6,2699,6.4,4-Seam Fastball
FF,4/23/2021,96.2,-1.32,6.65,"Smith, Pavin",field_out,hit_into_play,fly_ball,403,106.1,25,95.8,2159,6,4-Seam Fastball
FF,5/9/2021,96.2,-0.39,6.69,"Segura, Jean",field_out,hit_into_play,ground_ball,7,79.5,-12,96.1,2173,6.2,4-Seam Fastball
FF,4/10/2021,96.2,1.88,6.42,"Gregorius, Didi",field_out,hit_into_play,line_drive,340,94.1,24,95.6,2588,6.4,4-Seam Fastball
FF,5/31/2021,96.2,-1.93,5.53,"Harrison, Josh",field_out,hit_into_play,ground_ball,15,97,-7,96.4,2320,6.4,4-Seam Fastball
FF,8/1/2021,96.2,-2.07,5.6,"Narváez, Omar",field_out,hit_into_play,line_drive,325,99,19,96.6,2377,6.3,4-Seam Fastball
FF,7/17/2021,96.2,1.91,6.32,"Mejía, Francisco",field_out,hit_into_play,fly_ball,286,85.2,43,96.2,2477,6.3,4-Seam Fastball
FF,8/12/2021,96.2,2.2,5.61,"India, Jonathan",field_out,hit_into_play,fly_ball,377,96.2,30,96.3,2377,6.3,4-Seam Fastball
FF,10/2/2021,96.2,1.88,5.62,"Conforto, Michael",single,hit_into_play,line_drive,229,90.2,15,96.1,2492,6.3,4-Seam Fastball
FF,8/10/2021,96.2,1.66,6.32,"Duvall, Adam",field_out,hit_into_play,line_drive,295,94.4,18,96.2,2308,6.2,4-Seam Fastball
SI,7/31/2021,96.2,-1.35,6.07,"Vogt, Stephen",single,hit_into_play,line_drive,221,101.4,12,97.1,2279,6.6,Sinker
FF,6/18/2021,96.2,-1.85,4.98,"Albies, Ozzie",home_run,hit_into_play,fly_ball,428,108.3,37,96.1,2143,5.9,4-Seam Fastball
SI,5/31/2021,96.2,-1.63,5.82,"Contreras, William",single,hit_into_play,ground_ball,66,110.4,1,96.9,2192,6.6,Sinker
FF,9/15/2021,96.2,-0.81,6.41,"Freeman, Freddie",single,hit_into_play,line_drive,259,105.6,13,95.1,2146,5.6,4-Seam Fastball
FF,9/15/2021,96.2,-0.7,5.97,"Swanson, Dansby",field_out,hit_into_play,fly_ball,197,73.1,54,96,2413,6.3,4-Seam Fastball
FF,8/27/2021,96.2,-2.48,5.98,"Riley, Austin",single,hit_into_play,ground_ball,70,110.1,2,97.2,1994,6.6,4-Seam Fastball
FF,4/15/2021,96.2,2.3,5.76,"Ozuna, Marcell",field_out,hit_into_play,ground_ball,41,103.8,0,96.8,2384,6.9,4-Seam Fastball
FF,5/21/2021,96.1,-1.85,6.08,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,8,97.3,-14,96.3,2404,6.4,4-Seam Fastball
FF,6/4/2021,96.1,-1.1,6,"Inciarte, Ender",single,hit_into_play,line_drive,159,69.6,17,96.8,2448,6.7,4-Seam Fastball
FF,7/18/2021,96.1,-1.68,5.89,"Albies, Ozzie",field_out,hit_into_play,fly_ball,343,91.1,27,97.4,2465,6.7,4-Seam Fastball
FF,7/1/2021,96.1,-0.97,5.82,"Adrianza, Ehire",single,hit_into_play,fly_ball,208,63.4,43,96.9,2405,6.8,4-Seam Fastball
FF,8/11/2021,96.1,-1.48,5.86,"Albies, Ozzie",field_out,hit_into_play,fly_ball,342,98.7,44,95.7,2319,5.9,4-Seam Fastball
SI,8/6/2021,96.1,-1.3,5.88,"Duvall, Adam",single,hit_into_play,line_drive,249,91.6,19,97.3,1752,7,Sinker
FF,5/11/2021,96.1,-2.52,5.96,"Adrianza, Ehire",field_out,hit_into_play,fly_ball,313,91.5,45,97.7,2477,7.2,4-Seam Fastball
SI,8/1/2021,96.1,3.03,5.33,"Heredia, Guillermo",field_out,hit_into_play,fly_ball,366,93.4,29,97,2092,6.7,Sinker
FF,5/20/2021,96.1,-1.6,6.18,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,36,66.5,0,96.1,2512,6.4,4-Seam Fastball
SI,5/20/2021,96.1,-0.91,6.43,"Contreras, William",field_out,hit_into_play,ground_ball,1,83.9,-54,96.4,2151,6.3,Sinker
FF,8/27/2021,96.1,-2.47,5.91,"Riley, Austin",single,hit_into_play,ground_ball,105,103.4,3,96.2,2244,6.5,4-Seam Fastball
FF,9/10/2021,96.1,1.87,5.95,"Soler, Jorge",field_out,hit_into_play,fly_ball,233,87.1,53,96.6,2531,6.7,4-Seam Fastball
SI,4/15/2021,96.1,-2.77,6.02,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,44,79,1,95.6,2233,6.3,Sinker
FF,5/17/2021,96.1,-1.17,5.35,"Freeman, Freddie",field_out,hit_into_play,ground_ball,14,96.6,-10,98,2065,7.1,4-Seam Fastball
SI,9/28/2021,96.1,-1.52,5.48,"d'Arnaud, Travis",double,hit_into_play,line_drive,215,96.5,13,98,2263,7.3,Sinker
FF,6/16/2021,96.1,-1.54,6.28,"Verdugo, Alex",single,hit_into_play,line_drive,152,99.5,7,97.5,2129,7,4-Seam Fastball
FF,4/27/2021,96.1,-1.4,6.17,"Rizzo, Anthony",field_out,hit_into_play,fly_ball,371,98.7,31,96.8,2015,7,4-Seam Fastball
SI,8/7/2021,96.1,-2.03,5.53,"Escobar, Alcides",field_out,hit_into_play,popup,117,60.5,63,95.9,2219,6.3,Sinker
FF,9/29/2021,96.1,1.91,6.19,"Harper, Bryce",field_out,hit_into_play,popup,140,85.5,67,95.9,2448,6.6,4-Seam Fastball
FF,4/23/2021,96.1,-1.83,6.65,"Peralta, David",single,hit_into_play,ground_ball,125,99.7,6,96.9,2264,6.8,4-Seam Fastball
FF,9/15/2021,96.1,1.92,6.36,"Daza, Yonathan",field_out,hit_into_play,ground_ball,134,97.6,8,96.1,2525,6.4,4-Seam Fastball
FF,5/21/2021,96.1,-1.21,6.22,"Polanco, Gregory",single,hit_into_play,line_drive,197,66,24,97.6,2023,7.1,4-Seam Fastball
FF,8/11/2021,96.1,-2.22,6.61,"Naquin, Tyler",double,hit_into_play,ground_ball,1,55.6,37,96.5,2124,6.7,4-Seam Fastball
FF,4/14/2021,96.1,-2.05,5.65,"Chisholm Jr., Jazz",single,hit_into_play,ground_ball,12,70.1,-8,96.1,2474,6.3,4-Seam Fastball
FF,9/12/2021,96.1,1.25,6.14,"Panik, Joe",field_out,hit_into_play,ground_ball,6,70.7,-25,96.8,2255,6.5,4-Seam Fastball
SI,4/26/2021,96.1,-1.98,5.63,"Bryant, Kris",field_out,hit_into_play,ground_ball,3,49.5,-39,95.5,2074,6,Sinker
FF,4/27/2021,96.1,-1.43,6.2,"Contreras, Willson",field_out,hit_into_play,line_drive,335,98.6,16,97.8,2097,7.1,4-Seam Fastball
FF,7/16/2021,96.1,-1.95,5.6,"Choi, Ji-Man",field_out,hit_into_play,fly_ball,349,96.8,32,96.2,2122,6.4,4-Seam Fastball
SI,4/14/2021,96.1,-1.93,5.68,"Rojas, Miguel",double,hit_into_play,line_drive,296,100.3,18,96,2138,6.2,Sinker
FF,4/23/2021,96.1,1.89,6.16,"Smith, Pavin",double,hit_into_play,line_drive,370,102.9,22,95.9,2395,6.3,4-Seam Fastball
FF,5/21/2021,96.1,-1.45,6.34,"Frazier, Adam",single,hit_into_play,ground_ball,1,46.4,-61,97.6,2111,7,4-Seam Fastball
FF,8/1/2021,96,-2.21,5.5,"Bradley Jr., Jackie",field_out,hit_into_play,ground_ball,18,99,-8,95.9,2412,6.3,4-Seam Fastball
FF,6/5/2021,96,-2.6,6.31,"Barnes, Austin",field_out,hit_into_play,ground_ball,52,94.2,0,96.5,2114,6.4,4-Seam Fastball
FF,5/21/2021,96,-1.34,6.19,"Newman, Kevin",field_out,hit_into_play,ground_ball,4,83.9,-23,97.7,2111,7.1,4-Seam Fastball
FF,8/28/2021,96,-0.8,6.4,"La Stella, Tommy",field_out,hit_into_play,fly_ball,337,98.5,39,96.1,2026,6.3,4-Seam Fastball
FF,10/1/2021,96,-0.45,6.77,"Pillar, Kevin",single,hit_into_play,line_drive,160,99.6,9,95.5,2092,6,4-Seam Fastball
FF,7/4/2021,96,-1.76,5.6,"Aguilar, Jesús",single,hit_into_play,line_drive,180,90,10,95.8,2315,6.1,4-Seam Fastball
FF,6/17/2021,96,-1.83,5.59,"Edman, Tommy",field_out,hit_into_play,fly_ball,284,86.9,43,96.2,2356,6.3,4-Seam Fastball
FF,9/11/2021,96,-1.98,5.42,"Sánchez, Jesús",field_out,hit_into_play,popup,30,78.1,79,96.2,2266,6.4,4-Seam Fastball
FF,5/8/2021,96,2.05,5.6,"Maton, Nick",double,hit_into_play,fly_ball,391,99,26,96.1,2323,6.2,4-Seam Fastball
FF,10/1/2021,96,-0.82,6.77,"Pillar, Kevin",field_out,hit_into_play,popup,175,74,58,95.1,2240,5.9,4-Seam Fastball
FF,5/22/2021,96,1.71,6.26,"Newman, Kevin",field_out,hit_into_play,popup,122,77.1,72,96.3,2521,6.3,4-Seam Fastball
FF,9/9/2021,96,-1.08,6.52,"García, Luis",field_out,hit_into_play,line_drive,177,80.4,14,96.3,1949,6.3,4-Seam Fastball
SI,6/15/2021,96,-1.53,5.49,"Heredia, Guillermo",single,hit_into_play,ground_ball,15,73.7,-7,98.1,2234,7.5,Sinker
FF,6/20/2021,96,1.74,6.26,"Wainwright, Adam",field_out,hit_into_play,ground_ball,15,94,-10,96.7,1964,6.5,4-Seam Fastball
FF,7/3/2021,96,1.81,6.22,"Alfaro, Jorge",field_out,hit_into_play,ground_ball,1,63.5,-61,96,2115,6.3,4-Seam Fastball
FF,6/29/2021,96,-1.92,5.69,"McNeil, Jeff",single,hit_into_play,ground_ball,74,97.2,2,96,2447,6.2,4-Seam Fastball
FF,4/27/2021,96,2.11,6.08,"Ozuna, Marcell",field_out,hit_into_play,popup,224,71.7,46,94.9,2250,6.1,4-Seam Fastball
FF,4/9/2021,96,-1.52,5.76,"Morton, Charlie",single,hit_into_play,ground_ball,56,97.4,0,97.5,2329,7.2,4-Seam Fastball
FF,6/1/2021,96,-2.73,5.51,"Acuña Jr., Ronald",double,hit_into_play,line_drive,396,111.9,19,96.3,2159,6.3,4-Seam Fastball
FF,4/12/2021,96,-2.65,5,"Albies, Ozzie",field_out,hit_into_play,ground_ball,10,90.5,-16,95.7,2554,6,4-Seam Fastball
FF,8/27/2021,96,-2.43,6,"Pederson, Joc",field_out,hit_into_play,fly_ball,395,106.5,22,96.3,2225,6.4,4-Seam Fastball
SI,5/8/2021,96,-1.35,5.96,"Contreras, William",field_out,hit_into_play,fly_ball,273,92.5,48,96.5,2342,6.5,Sinker
FF,7/21/2021,96,-2.17,6.44,"Riley, Austin",field_out,hit_into_play,line_drive,125,106.9,5,96.8,2312,6.9,4-Seam Fastball
FF,6/17/2021,96,-0.92,6.56,"Heredia, Guillermo",double,hit_into_play,line_drive,322,99.6,20,96.2,2205,6.3,4-Seam Fastball
FF,5/21/2021,96,-1.78,6.19,"Albies, Ozzie",field_out,hit_into_play,fly_ball,231,89.4,60,95.8,2439,6.1,4-Seam Fastball
FF,4/9/2021,95.9,-1.65,5.81,"Freeman, Freddie",field_out,hit_into_play,ground_ball,8,88,-18,97.5,2397,7.1,4-Seam Fastball
FF,5/11/2021,95.9,2.42,6.2,"Acuña Jr., Ronald",single,hit_into_play,line_drive,233,95.8,17,95.9,2204,6.4,4-Seam Fastball
FF,5/11/2021,95.9,2.47,6.03,"Freeman, Freddie",single,hit_into_play,line_drive,274,94.8,15,96.3,2150,6.5,4-Seam Fastball
FF,9/14/2021,95.9,-1.97,5.47,"Soler, Jorge",double,hit_into_play,line_drive,303,99.9,17,96.4,2231,6.6,4-Seam Fastball
FF,9/15/2021,95.9,-2.62,5.89,"Swanson, Dansby",single,hit_into_play,ground_ball,68,97.3,2,96.1,2055,6.4,4-Seam Fastball
FF,9/15/2021,95.9,-2.17,5.78,"Albies, Ozzie",single,hit_into_play,line_drive,189,88.2,11,95.7,2120,6.4,4-Seam Fastball
FF,8/27/2021,95.9,-2.55,5.99,"d'Arnaud, Travis",field_out,hit_into_play,fly_ball,283,81.9,41,96.1,2289,6.3,4-Seam Fastball
FF,6/4/2021,95.9,-0.96,6,"Contreras, William",field_out,hit_into_play,ground_ball,7,104.2,-13,96.6,2506,6.6,4-Seam Fastball
FF,4/13/2021,95.9,-2.71,6.3,"Adrianza, Ehire",field_out,hit_into_play,fly_ball,301,93.3,45,96.1,2345,6.6,4-Seam Fastball
SI,4/15/2021,95.9,-2.92,5.95,"Sandoval, Pablo",home_run,hit_into_play,fly_ball,380,99.7,31,95.2,2084,6.2,Sinker
SI,7/2/2021,95.9,-0.47,5.97,"Albies, Ozzie",single,hit_into_play,ground_ball,1,38,-66,96,1946,6.3,Sinker
FF,6/30/2021,95.9,-0.87,5.42,"Riley, Austin",single,hit_into_play,line_drive,166,99.2,9,97.5,2188,7.2,4-Seam Fastball
FF,10/1/2021,95.9,-1.74,5.75,"Rosario, Eddie",field_out,hit_into_play,popup,112,92.6,68,97.9,2102,7.3,4-Seam Fastball
SI,7/4/2021,95.9,-1.98,5.55,"Berti, Jon",field_out,hit_into_play,ground_ball,2,57.4,-51,95.9,2160,6.2,Sinker
SI,4/11/2021,95.9,-1.71,6.3,"Harper, Bryce",home_run,hit_into_play,line_drive,410,112.8,21,95.3,2347,5.8,Sinker
FF,5/21/2021,95.9,-1.29,6.27,"Frazier, Adam",field_out,hit_into_play,popup,135,75.3,66,97.6,2001,7.1,4-Seam Fastball
FF,6/29/2021,95.9,-1.87,5.64,"Guillorme, Luis",single,hit_into_play,line_drive,210,92,12,95.8,2269,6.3,4-Seam Fastball
FF,6/16/2021,95.9,-1.26,5.95,"Smith, Kevan",field_out,hit_into_play,fly_ball,326,93.2,39,96.4,2042,6.3,4-Seam Fastball
FF,7/30/2021,95.9,1.37,6.54,"Bradley Jr., Jackie",single,hit_into_play,line_drive,243,103.7,10,95.6,2232,6,4-Seam Fastball
FF,4/14/2021,95.9,-1.78,6.59,"Duvall, Adam",single,hit_into_play,line_drive,142,103.8,9,95.9,2409,6.6,4-Seam Fastball
FF,5/7/2021,95.9,-1.83,5.67,"Realmuto, J.T.",single,hit_into_play,line_drive,247,91.6,16,96,2156,6.4,4-Seam Fastball
